institution,institution_type,ministry,institution_size,recruitment_volume,avg_salary,executive_salary,region,hiring_rate,salary_gap_ratio,synthetic_employee_count,avg_quit_probability,avg_expected_total_tenure,high_risk_employee_ratio,avg_burnout_risk_score,high_burnout_employee_ratio,avg_vacation_usage_rate,avg_overtime_hours,salary_percentile,hiring_rate_percentile,quit_risk_percentile,org_health_score,org_health_level,hiring_competitiveness_score,hiring_competitiveness_level,risk_signal_summary,flex_time_ratio,remote_ratio,compress_ratio
주택관리공단(주),기타공공기관,국토교통부,2769.0,272.0,48307.0,156073.0,경상남도,0.098230408089563,3.230856811642205,83,0.3607228915662651,10.542168674698795,0.12048192771084337,28.44578313253012,0.07228915662650602,0.686144578313253,11.602409638554217,0.03498542274052478,0.892128279883382,0.6209912536443148,54.9,medium,32.9,low,채용경쟁력 낮음,0.889,0.0762,0.0348
주택도시보증공사,공기업(준시장형),국토교통부,1149.0,56.0,78153.0,135177.0,부산광역시,0.0487380330722367,1.7296456949829182,34,0.425,11.058823529411764,0.2647058823529412,27.58823529411765,0.08823529411764706,0.7138235294117647,11.588235294117647,0.7026239067055393,0.5539358600583091,0.7696793002915452,53.8,medium,38.7,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.8975,0.0794,0.0231
중소기업기술정보진흥원,기타공공기관,중소벤처기업부,291.0,16.0,63799.0,225395.0,세종특별자치시,0.0549828178694158,3.532892365084092,30,0.435,10.933333333333334,0.3,29.866666666666667,0.1,0.6813333333333333,11.666666666666666,0.3323615160349854,0.641399416909621,0.7959183673469388,41.7,medium,32.0,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9225,0.056,0.0215
중소기업은행,기타공공기관,금융위원회,13599.0,330.0,111088.0,342558.0,서울특별시,0.0242664901831017,3.083663401987613,407,0.34614250614250613,10.982800982800983,0.07862407862407862,34.35872235872236,0.14004914004914004,0.6751105651105651,11.614250614250615,0.9912536443148688,0.20116618075801748,0.46355685131195334,68.5,medium,56.5,medium,전반적으로 안정,0.8594,0.1071,0.0335
중소벤처기업연구원,기타공공기관,중소벤처기업부,116.0,7.0,69843.0,193101.0,서울특별시,0.0603448275862069,2.76478673596495,30,0.44966666666666666,10.733333333333333,0.4,29.666666666666668,0.13333333333333333,0.7286666666666667,10.733333333333333,0.5189504373177842,0.7026239067055393,0.8717201166180758,38.3,low,32.4,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9053,0.0788,0.0159
중소벤처기업진흥공단,준정부기관(기금관리형),중소벤처기업부,1434.0,60.0,85474.0,252444.0,경상남도,0.0418410041841004,2.953459531553454,43,0.3362790697674419,10.720930232558139,0.06976744186046512,32.395348837209305,0.09302325581395349,0.6469767441860466,12.372093023255815,0.7959183673469388,0.46355685131195334,0.3119533527696793,67.8,medium,47.0,medium,전반적으로 안정,0.8916,0.0825,0.0259
차세대수치예보모델개발사업단,기타공공기관,기상청,108.0,8.0,77945.0,157440.0,서울특별시,0.074074074074074,2.019885816922189,30,0.45099999999999996,10.0,0.3,32.5,0.16666666666666666,0.6526666666666667,10.833333333333334,0.6967930029154519,0.8046647230320699,0.8775510204081632,40.9,medium,32.4,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.893,0.0891,0.0179
창업진흥원,기타공공기관,중소벤처기업부,235.0,10.0,69361.0,189767.0,세종특별자치시,0.0425531914893617,2.7359322962471704,30,0.3463333333333333,10.6,0.1,28.8,0.06666666666666667,0.6859999999999999,12.666666666666666,0.5072886297376094,0.46647230320699706,0.4752186588921283,63.6,medium,39.3,low,채용경쟁력 낮음,0.9258,0.0529,0.0213
축산물품질평가원,준정부기관(위탁집행형),농림축산식품부,474.0,28.0,65097.0,186821.0,세종특별자치시,0.0590717299578059,2.8698864771034,30,0.3513333333333334,11.5,0.1,31.866666666666667,0.06666666666666667,0.6583333333333333,13.3,0.37900874635568516,0.685131195335277,0.5510204081632653,64.9,medium,42.9,medium,채용경쟁력 낮음,0.8974,0.0737,0.0288
충남대학교병원,기타공공기관,교육부,5069.6,165.0,68599.0,157236.0,대전광역시,0.0325469465046552,2.292103383431245,152,0.4442763157894737,10.855263157894736,0.2894736842105263,29.17105263157895,0.08552631578947369,0.6777631578947368,11.375,0.4752186588921283,0.29737609329446063,0.8513119533527697,45.1,medium,31.3,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.8798,0.0819,0.0384
충북대학교병원,기타공공기관,교육부,2674.0,115.0,66981.0,152365.0,충청북도,0.0430067314884068,2.2747495558441946,80,0.33137500000000003,11.55,0.0625,29.875,0.1,0.6835,12.1625,0.4198250728862974,0.478134110787172,0.21865889212827988,71.8,high,44.6,medium,채용경쟁력 낮음,0.8854,0.0834,0.0312
코레일관광개발(주),기타공공기관,국토교통부,1304.0,1.0,40752.0,117232.0,서울특별시,0.0007668711656441,2.8767177071064,39,0.34717948717948716,11.333333333333334,0.10256410256410256,39.35897435897436,0.20512820512820512,0.6364102564102564,12.41025641025641,0.008746355685131196,0.03206997084548105,0.4897959183673469,57.9,medium,29.3,low,채용경쟁력 낮음,0.8879,0.0897,0.0224
코레일네트웍스(주),기타공공기관,국토교통부,1680.2,9.0,55740.0,117152.0,서울특별시,0.005356505177955,2.101758162899175,50,0.3214,11.38,0.04,30.68,0.08,0.6995999999999999,11.12,0.13411078717201166,0.04664723032069971,0.119533527696793,70.4,high,37.9,low,채용경쟁력 낮음,0.8878,0.0859,0.0263
코레일로지스(주),기타공공기관,국토교통부,543.0,14.0,46253.0,86990.0,서울특별시,0.0257826887661141,1.8807428707327087,30,0.3496666666666667,9.766666666666667,0.13333333333333333,29.6,0.16666666666666666,0.7230000000000001,10.933333333333334,0.01749271137026239,0.22448979591836735,0.5276967930029155,54.3,medium,24.7,low,채용경쟁력 낮음,0.8834,0.0911,0.0254
코레일유통(주),기타공공기관,국토교통부,477.0,24.0,55043.0,124757.0,서울특별시,0.050314465408805,2.2665370710172046,30,0.4553333333333333,10.2,0.3,33.7,0.1,0.6940000000000001,11.733333333333333,0.11661807580174927,0.577259475218659,0.9008746355685131,34.6,low,22.7,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.8834,0.0935,0.0231
코레일테크(주),기타공공기관,국토교통부,5267.0,33.0,47219.0,104853.0,대전광역시,0.0062654262388456,2.220567991698257,158,0.34810126582278483,10.949367088607595,0.10126582278481013,30.620253164556964,0.08860759493670886,0.6771518987341771,11.316455696202532,0.029154518950437316,0.052478134110787174,0.5043731778425656,60.9,medium,30.1,low,채용경쟁력 낮음,0.8775,0.0854,0.0371
태권도진흥재단,기타공공기관,문화체육관광부,89.0,8.0,61108.0,148391.0,전라북도,0.0898876404494382,2.428339988217582,30,0.31966666666666665,11.7,0.03333333333333333,22.833333333333332,0.06666666666666667,0.7363333333333333,10.7,0.2653061224489796,0.858600583090379,0.1151603498542274,76.1,high,46.9,medium,전반적으로 안정,0.9188,0.0586,0.0226
통일연구원,기타공공기관,국무조정실,100.0,7.0,65541.0,154704.0,서울특별시,0.07,2.360415617704948,30,0.37466666666666665,10.066666666666666,0.1,38.43333333333333,0.2,0.644,11.733333333333333,0.3935860058309038,0.7842565597667639,0.7157434402332361,53.3,medium,34.3,low,퇴사위험 상위권 | 채용경쟁력 낮음,0.9027,0.0775,0.0198
학교법인한국폴리텍,기타공공기관,고용노동부,2740.0,104.0,80283.0,167033.0,인천광역시,0.037956204379562,2.080552545370751,82,0.3439024390243902,10.71951219512195,0.12195121951219512,36.146341463414636,0.15853658536585366,0.6620731707317074,12.402439024390244,0.7259475218658892,0.3848396501457726,0.4198250728862974,64.6,medium,44.1,medium,채용경쟁력 낮음,0.8668,0.1009,0.0323
한국가스공사,공기업(시장형),산업통상부,4251.0,157.0,94008.0,128450.0,대구광역시,0.0369324864737708,1.3663730746319462,127,0.33330708661417324,11.15748031496063,0.07086614173228346,31.118110236220474,0.09448818897637795,0.6769291338582677,11.748031496062993,0.9008746355685131,0.358600583090379,0.24489795918367346,75.7,high,52.6,medium,전반적으로 안정,0.8907,0.083,0.0264
한국가스안전공사,준정부기관(위탁집행형),산업통상부,1746.5,91.0,75032.0,176074.0,충청북도,0.0521042084168336,2.346652095106088,52,0.43884615384615383,10.73076923076923,0.3076923076923077,29.057692307692307,0.057692307692307696,0.6548076923076922,11.211538461538462,0.6180758017492711,0.6122448979591837,0.8134110787172012,45.7,medium,34.8,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.8888,0.0838,0.0274
한국개발연구원,기타공공기관,국무조정실,474.0,23.0,84767.0,189390.0,세종특별자치시,0.0485232067510548,2.234242098930008,30,0.29933333333333334,12.233333333333333,0.0,25.933333333333334,0.06666666666666667,0.6883333333333332,11.433333333333334,0.7871720116618076,0.5451895043731778,0.016034985422740525,87.3,high,58.2,medium,전반적으로 안정,0.894,0.0781,0.0279
한국건강가정진흥원,기타공공기관,성평등가족부,83.0,10.0,46706.0,149801.0,서울특별시,0.1204819277108433,3.2073181175866057,30,0.3636666666666667,9.666666666666666,0.1,32.5,0.1,0.6816666666666666,10.866666666666667,0.023323615160349854,0.9329446064139941,0.6443148688046647,49.2,medium,28.8,low,채용경쟁력 낮음,0.9078,0.0769,0.0153
한국건강증진개발원,기타공공기관,보건복지부,165.0,9.0,51119.0,196017.0,서울특별시,0.0545454545454545,3.8345233670455214,30,0.3333333333333333,11.333333333333334,0.1,35.833333333333336,0.16666666666666666,0.6516666666666667,12.8,0.0641399416909621,0.6326530612244898,0.2478134110787172,59.4,medium,37.8,low,채용경쟁력 낮음,0.9067,0.0774,0.016
한국고용노동교육원,기타공공기관,고용노동부,118.0,6.0,75570.0,160628.0,경기도,0.0508474576271186,2.125552467910546,30,0.4593333333333333,11.6,0.43333333333333335,37.86666666666667,0.16666666666666666,0.6546666666666667,13.866666666666667,0.6326530612244898,0.5889212827988338,0.9169096209912536,39.7,low,37.7,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.8946,0.0899,0.0156
한국고용정보원,준정부기관(위탁집행형),고용노동부,525.0,21.75,65867.0,138726.0,충청북도,0.0414285714285714,2.106153308940744,30,0.32566666666666666,11.366666666666667,0.03333333333333333,30.566666666666666,0.1,0.6703333333333333,12.266666666666667,0.39941690962099125,0.45481049562682213,0.1618075801749271,72.7,high,43.6,medium,채용경쟁력 낮음,0.9081,0.0659,0.026
한국고전번역원,기타공공기관,교육부,142.0,7.0,64538.0,147639.0,서울특별시,0.0492957746478873,2.2876289937711114,30,0.354,10.4,0.06666666666666667,35.766666666666666,0.13333333333333333,0.6583333333333333,11.933333333333334,0.36443148688046645,0.565597667638484,0.565597667638484,60.0,medium,36.1,low,채용경쟁력 낮음,0.9046,0.0791,0.0163
한국공예디자인문화진흥원,기타공공기관,문화체육관광부,68.0,4.0,56688.0,133725.0,서울특별시,0.0588235294117647,2.3589648602878914,30,0.34400000000000003,11.266666666666667,0.13333333333333333,30.566666666666666,0.13333333333333333,0.6946666666666667,11.133333333333333,0.14868804664723032,0.6807580174927114,0.4271137026239067,62.6,medium,39.0,low,채용경쟁력 낮음,0.9084,0.0729,0.0187
한국공정거래조정원,기타공공기관,공정거래위원회,121.0,10.0,59441.0,185512.0,서울특별시,0.0826446280991735,3.1209434565367338,30,0.4703333333333333,9.933333333333334,0.36666666666666664,39.93333333333333,0.23333333333333334,0.6476666666666666,14.166666666666666,0.22448979591836735,0.8338192419825073,0.956268221574344,25.2,low,23.7,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9053,0.0782,0.0165
한국공항공사,공기업(시장형),국토교통부,2749.0,171.0,69998.0,118504.0,서울특별시,0.0622044379774463,1.692962656075888,82,0.35609756097560974,10.71951219512195,0.08536585365853659,35.59756097560975,0.12195121951219512,0.6697560975609756,11.768292682926829,0.521865889212828,0.7259475218658892,0.5801749271137027,63.6,medium,40.5,medium,채용경쟁력 낮음,0.8747,0.0976,0.0277
한국과학기술기획평가원,기타공공기관,과학기술정보통신부,317.0,11.0,87822.0,210140.0,충청북도,0.0347003154574132,2.392794516180456,30,0.316,10.8,0.06666666666666667,25.9,0.06666666666666667,0.6956666666666667,10.1,0.8367346938775511,0.3236151603498542,0.06997084548104957,75.2,high,49.7,medium,전반적으로 안정,0.9105,0.0678,0.0218
한국과학창의재단,기타공공기관,과학기술정보통신부,179.8,5.0,75085.0,223081.0,서울특별시,0.0278086763070077,2.971046147699274,30,0.3406666666666667,11.0,0.1,32.266666666666666,0.1,0.6966666666666667,11.333333333333334,0.6209912536443148,0.23615160349854228,0.3717201166180758,65.7,medium,43.2,medium,채용경쟁력 낮음,0.9032,0.0814,0.0154
한국관광공사,준정부기관(위탁집행형),문화체육관광부,759.0,28.0,84880.0,156093.0,강원도,0.0368906455862977,1.8389844486333649,30,0.33266666666666667,12.4,0.06666666666666667,27.266666666666666,0.03333333333333333,0.6846666666666666,11.6,0.7900874635568513,0.3556851311953353,0.23760932944606414,81.6,high,55.5,medium,전반적으로 안정,0.891,0.0796,0.0294
한국광해광업공단,공기업(준시장형),산업통상부,789.88,25.0,85536.0,123219.0,강원도,0.031650377272497,1.4405513468013469,30,0.4513333333333333,10.633333333333333,0.3,33.6,0.1,0.638,12.633333333333333,0.8017492711370262,0.27988338192419826,0.880466472303207,46.2,medium,36.1,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.8932,0.0823,0.0245
한국교육개발원,기타공공기관,국무조정실,228.0,4.0,94596.0,155765.0,충청북도,0.0175438596491228,1.646634107150408,30,0.4326666666666667,11.366666666666667,0.2,25.066666666666666,0.0,0.6766666666666666,10.4,0.9125364431486881,0.12536443148688048,0.7900874635568513,60.4,medium,44.2,medium,퇴사위험 상위권 | 채용경쟁력 낮음,0.9171,0.0649,0.018
한국교육과정평가원,기타공공기관,국무조정실,355.0,19.0,92466.0,157599.0,충청북도,0.0535211267605633,1.704399454934787,30,0.473,10.033333333333333,0.4,34.4,0.2,0.6333333333333333,13.466666666666667,0.892128279883382,0.6268221574344023,0.9708454810495627,36.1,low,35.1,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9,0.0749,0.0251
한국교육학술정보원,기타공공기관,교육부,337.0,5.0,77268.0,207581.0,대구광역시,0.0148367952522255,2.686506703939535,30,0.35833333333333334,10.4,0.06666666666666667,36.6,0.1,0.647,14.8,0.6793002915451894,0.10204081632653061,0.5889212827988338,61.3,medium,38.7,low,채용경쟁력 낮음,0.8999,0.0766,0.0235
한국교통안전공단,준정부기관(위탁집행형),국토교통부,1895.3,77.0,79352.0,196813.0,경상북도,0.04062681369704,2.480252545619518,56,0.4414285714285714,10.732142857142858,0.25,27.267857142857142,0.10714285714285714,0.6928571428571428,11.446428571428571,0.717201166180758,0.43440233236151604,0.8279883381924198,49.2,medium,35.6,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.8898,0.0806,0.0296
한국교통연구원,기타공공기관,국무조정실,245.0,3.0,92076.0,157226.0,세종특별자치시,0.0122448979591836,1.707567661497024,30,0.33666666666666667,11.133333333333333,0.06666666666666667,30.466666666666665,0.13333333333333333,0.659,12.0,0.8892128279883382,0.08163265306122448,0.32215743440233235,74.6,high,49.9,medium,전반적으로 안정,0.9133,0.0645,0.0222
한국국방연구원,기타공공기관,국방부,510.0,19.0,96856.0,216712.0,서울특별시,0.0372549019607843,2.23746592880152,30,0.45366666666666666,11.033333333333333,0.3,37.2,0.1,0.696,11.833333333333334,0.9387755102040817,0.37026239067055394,0.8965014577259475,46.1,medium,42.7,medium,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.8818,0.0985,0.0198
한국국제교류재단,기타공공기관,외교부,149.0,12.0,71542.0,166458.0,제주특별자치도,0.0805369127516778,2.326717173129071,30,0.322,11.066666666666666,0.1,22.633333333333333,0.03333333333333333,0.715,8.666666666666666,0.5422740524781341,0.8309037900874635,0.12536443148688048,72.9,high,46.9,medium,전반적으로 안정,0.9128,0.0661,0.021
한국국제보건의료재단,기타공공기관,보건복지부,100.0,1.0,59676.0,134880.0,서울특별시,0.01,2.260205107580937,30,0.35100000000000003,10.766666666666667,0.13333333333333333,36.766666666666666,0.16666666666666666,0.654,12.9,0.23615160349854228,0.07580174927113703,0.5481049562682215,57.9,medium,34.0,low,채용경쟁력 낮음,0.9068,0.0775,0.0157
한국국제협력단,준정부기관(위탁집행형),외교부,620.0,41.0,73170.0,156000.0,경기도,0.0661290322580645,2.132021320213202,30,0.3233333333333333,11.3,0.06666666666666667,30.533333333333335,0.06666666666666667,0.7003333333333334,10.3,0.577259475218659,0.7580174927113703,0.1326530612244898,73.1,high,47.8,medium,전반적으로 안정,0.8804,0.0981,0.0215
한국국토정보공사,준정부기관(위탁집행형),국토교통부,4566.0,7.0,80871.0,142582.0,전라북도,0.0015330705212439,1.7630794722459224,136,0.4527205882352941,10.544117647058824,0.3897058823529412,30.426470588235293,0.11764705882352941,0.6675735294117647,11.764705882352942,0.7376093294460642,0.037900874635568516,0.8862973760932945,41.6,medium,31.9,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.8719,0.0953,0.0329
한국기상산업기술원,기타공공기관,기상청,162.0,17.0,56135.0,197739.0,대전광역시,0.1049382716049382,3.5225616816602834,30,0.45566666666666666,10.233333333333333,0.4,32.666666666666664,0.23333333333333334,0.666,12.5,0.13994169096209913,0.9037900874635568,0.9037900874635568,28.3,low,26.6,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9115,0.0678,0.0207
한국기술교육대학교,기타공공기관,고용노동부,638.6,26.0,80771.0,183786.0,충청남도,0.0407140620106482,2.275395872280893,30,0.3186666666666667,11.633333333333333,0.03333333333333333,22.1,0.03333333333333333,0.7143333333333334,9.233333333333333,0.7317784256559767,0.43731778425655976,0.09766763848396501,81.2,high,51.4,medium,전반적으로 안정,0.8941,0.0794,0.0266
한국나노기술원,기타공공기관,과학기술정보통신부,89.5,1.0,108440.0,181482.0,경기도,0.0111731843575419,1.6735706381409077,30,0.3186666666666667,12.466666666666667,0.06666666666666667,35.46666666666667,0.13333333333333333,0.6773333333333333,11.266666666666667,0.9854227405247813,0.07871720116618076,0.09766763848396501,83.0,high,64.7,medium,전반적으로 안정,0.8905,0.0959,0.0136
한국남동발전(주),공기업(시장형),기후에너지환경부,2882.0,75.0,96484.0,172832.0,경상남도,0.0260235947258848,1.7913021848182082,86,0.33813953488372095,10.895348837209303,0.10465116279069768,26.767441860465116,0.06976744186046512,0.6961627906976744,10.674418604651162,0.9300291545189504,0.22740524781341107,0.34110787172011664,73.3,high,51.1,medium,전반적으로 안정,0.888,0.0838,0.0282
한국남부발전(주),공기업(시장형),기후에너지환경부,2713.0,126.0,99777.0,213444.0,부산광역시,0.0464430519719867,2.139210439279593,81,0.3835802469135802,9.62962962962963,0.09876543209876543,38.03703703703704,0.18518518518518517,0.6272839506172839,13.74074074074074,0.9650145772594753,0.5102040816326531,0.7376093294460642,56.3,medium,43.2,medium,퇴사위험 상위권 | 채용경쟁력 낮음,0.8942,0.0774,0.0284
한국노동연구원,기타공공기관,국무조정실,149.0,3.0,75613.0,155324.0,세종특별자치시,0.0201342281879194,2.05419702961131,30,0.4693333333333333,10.966666666666667,0.43333333333333335,35.8,0.16666666666666666,0.619,13.766666666666667,0.6355685131195336,0.15597667638483964,0.9533527696793003,36.1,low,31.7,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9173,0.0612,0.0215
한국노인인력개발원,기타공공기관,보건복지부,181.0,24.0,57281.0,197413.0,경기도,0.1325966850828729,3.4463958380614863,30,0.31233333333333335,11.7,0.06666666666666667,28.4,0.06666666666666667,0.7006666666666667,11.333333333333334,0.15743440233236153,0.956268221574344,0.043731778425655975,70.1,high,48.6,medium,전반적으로 안정,0.8977,0.0787,0.0236
한국농수산식품유통공사,준정부기관(위탁집행형),농림축산식품부,927.0,48.0,76348.0,170267.0,전라남도,0.0517799352750809,2.2301435532037512,30,0.31533333333333335,11.533333333333333,0.06666666666666667,25.266666666666666,0.06666666666666667,0.7066666666666667,9.833333333333334,0.6559766763848397,0.60932944606414,0.06559766763848396,77.9,high,50.1,medium,전반적으로 안정,0.894,0.0828,0.0233
한국농어촌공사,준정부기관(위탁집행형),농림축산식품부,6580.0,169.0,71966.0,142489.0,전라남도,0.0256838905775075,1.979948864741684,197,0.3461928934010152,11.147208121827411,0.10152284263959391,30.710659898477157,0.10152284263959391,0.6641624365482234,12.157360406091371,0.5539358600583091,0.22157434402332363,0.46647230320699706,67.9,medium,42.1,medium,채용경쟁력 낮음,0.875,0.0885,0.0365
한국농업기술진흥원,기타공공기관,농촌진흥청,332.0,10.0,67576.0,206863.0,전라북도,0.0301204819277108,3.0611903634426425,30,0.33366666666666667,11.733333333333333,0.13333333333333333,30.466666666666665,0.13333333333333333,0.673,12.066666666666666,0.43731778425655976,0.26239067055393583,0.25072886297376096,67.7,medium,44.8,medium,채용경쟁력 낮음,0.9061,0.0604,0.0335
한국농촌경제연구원,기타공공기관,국무조정실,163.0,6.0,87551.0,155755.0,전라남도,0.0368098159509202,1.7790202282098435,30,0.4233333333333333,11.6,0.3333333333333333,24.233333333333334,0.03333333333333333,0.708,9.766666666666667,0.8279883381924198,0.35276967930029157,0.7638483965014577,56.4,medium,44.6,medium,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.9095,0.0709,0.0196
한국데이터산업진흥원,기타공공기관,과학기술정보통신부,97.0,7.0,68668.0,175351.0,서울특별시,0.0721649484536082,2.553605755228054,30,0.36666666666666664,10.0,0.2,34.93333333333333,0.2,0.664,12.633333333333333,0.4839650145772595,0.7988338192419825,0.6705539358600583,51.6,medium,36.0,low,채용경쟁력 낮음,0.9095,0.0684,0.0221
한국도로공사,공기업(시장형),국토교통부,9075.0,179.0,88499.0,166439.0,경상북도,0.019724517906336,1.8806879173775972,272,0.3361764705882353,10.819852941176471,0.08088235294117647,29.345588235294116,0.1213235294117647,0.6720588235294118,11.577205882352942,0.8513119533527697,0.1457725947521866,0.30903790087463556,72.1,high,47.4,medium,전반적으로 안정,0.8689,0.0924,0.0387
한국도로공사서비스(주),기타공공기관,국토교통부,5279.0,263.0,48754.0,160000.0,경기도,0.0498200416745595,3.2817820076301434,158,0.34962025316455697,11.221518987341772,0.10126582278481013,35.778481012658226,0.15822784810126583,0.6710759493670886,12.316455696202532,0.037900874635568516,0.5714285714285714,0.5247813411078717,57.7,medium,34.6,low,채용경쟁력 낮음,0.8748,0.094,0.0312
한국도로교통공단,준정부기관(위탁집행형),경찰청,3041.0,108.0,64103.0,129477.0,강원도,0.0355146333442946,2.0198274651732366,91,0.34692307692307695,10.736263736263735,0.10989010989010989,31.604395604395606,0.12087912087912088,0.6615384615384615,12.208791208791208,0.34402332361516036,0.3323615160349854,0.4868804664723032,62.8,medium,37.5,low,채용경쟁력 낮음,0.8878,0.08,0.0321
한국도박문제예방치유원,기타공공기관,문화체육관광부,92.0,2.0,60136.0,131907.0,서울특별시,0.0217391304347826,2.1934781162697883,30,0.46199999999999997,10.466666666666667,0.4,41.666666666666664,0.2,0.63,13.833333333333334,0.24198250728862974,0.18075801749271136,0.9329446064139941,29.4,low,23.8,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9054,0.0747,0.0199
한국동서발전(주),공기업(시장형),기후에너지환경부,2596.0,122.0,96175.0,162091.0,울산광역시,0.046995377503852,1.6853756173641798,77,0.44233766233766236,10.545454545454545,0.2727272727272727,28.974025974025974,0.05194805194805195,0.7041558441558441,10.883116883116884,0.9212827988338192,0.5189504373177842,0.8367346938775511,50.4,medium,41.5,medium,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.8878,0.0827,0.0296
한국등산·트레킹지원센터,기타공공기관,산림청,43.0,10.0,52037.0,133305.0,대전광역시,0.2325581395348837,2.561734919384284,30,0.37900000000000006,9.933333333333334,0.16666666666666666,39.03333333333333,0.23333333333333334,0.6356666666666667,14.466666666666667,0.0728862973760933,0.9912536443148688,0.7288629737609329,45.4,medium,37.7,low,퇴사위험 상위권 | 채용경쟁력 낮음,0.9179,0.0576,0.0245
한국디자인진흥원,기타공공기관,산업통상부,186.0,10.0,63604.0,154140.0,경기도,0.053763440860215,2.4234324885227343,30,0.348,10.166666666666666,0.03333333333333333,39.5,0.2,0.624,13.666666666666666,0.32653061224489793,0.6297376093294461,0.5014577259475219,58.8,medium,35.3,low,채용경쟁력 낮음,0.9048,0.0806,0.0146
한국로봇산업진흥원,기타공공기관,산업통상부,122.0,3.0,76084.0,154140.0,대구광역시,0.0245901639344262,2.025918721413175,30,0.3656666666666667,10.933333333333334,0.23333333333333334,33.7,0.16666666666666666,0.667,12.1,0.6443148688046647,0.20408163265306123,0.6588921282798834,58.5,medium,40.9,medium,채용경쟁력 낮음,0.9178,0.0573,0.0248
한국마사회,공기업(준시장형),농림축산식품부,2865.6,51.0,94208.0,138921.0,경기도,0.0177973199329983,1.4746199898097827,85,0.36011764705882354,10.705882352941176,0.058823529411764705,36.15294117647059,0.15294117647058825,0.6652941176470588,11.952941176470588,0.9067055393586005,0.1282798833819242,0.6122448979591837,68.3,medium,46.9,medium,전반적으로 안정,0.8676,0.1097,0.0228
한국마약퇴치운동본부,기타공공기관,식품의약품안전처,173.0,72.0,38229.0,90222.0,서울특별시,0.4161849710982659,2.360040806717413,30,0.44000000000000006,11.466666666666667,0.3,28.7,0.06666666666666667,0.7036666666666667,10.2,0.0058309037900874635,1.0,0.8163265306122449,43.7,medium,46.0,medium,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9019,0.0818,0.0163
한국무역보험공사,준정부기관(기금관리형),산업통상부,833.0,41.0,100036.0,256814.0,서울특별시,0.04921968787515,2.567215802311168,30,0.3436666666666667,10.866666666666667,0.1,34.6,0.13333333333333333,0.676,12.2,0.9708454810495627,0.5597667638483965,0.4139941690962099,68.2,medium,53.3,medium,전반적으로 안정,0.8759,0.1039,0.0202
한국문학번역원,기타공공기관,문화체육관광부,58.0,2.0,49668.0,158240.0,서울특별시,0.0344827586206896,3.1859547394700813,30,0.3983333333333334,9.366666666666667,0.13333333333333333,41.333333333333336,0.2,0.6236666666666667,13.4,0.052478134110787174,0.3206997084548105,0.749271137026239,38.8,low,20.3,low,퇴사위험 상위권 | 조직건강도 주의 | 채용경쟁력 낮음,0.8894,0.0873,0.0233
한국문화관광연구원,기타공공기관,문화체육관광부,140.0,5.0,77194.0,165031.0,서울특별시,0.0357142857142857,2.1378734098505063,30,0.46033333333333337,10.466666666666667,0.43333333333333335,36.56666666666667,0.2,0.6613333333333333,11.5,0.6763848396501457,0.336734693877551,0.9271137026239067,34.6,low,31.4,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.8973,0.0838,0.0189
한국문화예술교육진흥원,기타공공기관,문화체육관광부,148.0,0.0,58178.0,123499.0,서울특별시,0.0,2.1227783698305203,30,0.313,12.133333333333333,0.03333333333333333,24.133333333333333,0.03333333333333333,0.769,8.866666666666667,0.18950437317784258,0.016034985422740525,0.04664723032069971,78.6,high,43.2,medium,채용경쟁력 낮음,0.8977,0.0802,0.0221
